person_id,year,facility_id,facility_name,facility_gender_policy,gender,race,offense_type,security_level,admission_date,parole_date
P202200039,2022.0,2,FAC002,Female-only,Female,Hispanic,,Minimum,2022-02-11,
P202200040,2022.0,2,FAC002,Female-only,Female,Black,Drug,Minimum,2022-03-27,
P202200041,2022.0,2,FAC002,Female-only,Female,Black,Drug,,2022-12-13,2024-08-27
P202200042,2022.0,2,FAC002,Female-only,Female,Black,Drug,Medium,2022-04-23,
P202200043,2022.0,2,FAC002,Female-only,Female,Black,Property,Medium,2022-11-24,2023-10-07
P202200044,2022.0,2,FAC002,Female-only,,Hispanic,PublicOrder,Minimum,2022-03-05,
P202200045,2022.0,2,FAC002,Female-only,Female,Hispanic,PublicOrder,Minimum,2022-07-15,
P202200046,2022.0,2,FAC002,Female-only,Female,Black,Drug,Medium,2022-11-04,
P202200047,,2,FAC002,Female-only,Female,Black,Property,Medium,2022-04-26,2024-02-23
P202200048,2022.0,2,FAC002,Female-only,Female,Native American,Other,Minimum,2022-07-10,2024-03-22
P202200049,2022.0,2,FAC002,Female-only,Female,Hispanic,PublicOrder,Minimum,2022-05-07,2024-01-23
P202200050,2022.0,2,FAC002,Female-only,Female,White,Violent,Maximum,,2024-12-20
P202200051,2022.0,3,FAC003,Female-only,Female,,Drug,Medium,2022-12-10,2025-06-05
P202200052,,3,FAC003,Female-only,Female,White,Violent,Medium,2022-12-20,
P202200053,,3,FAC003,Female-only,Female,,Other,Minimum,2022-04-04,
P202200054,2022.0,3,FAC003,Female-only,Female,White,Violent,Medium,2022-09-15,
P202200055,2022.0,3,FAC003,Female-only,Female,,PublicOrder,Minimum,2022-04-30,2024-02-22
P202200056,2022.0,3,FAC003,Female-only,Female,White,Violent,Maximum,2022-12-18,
P202200057,2022.0,3,FAC003,Female-only,Female,White,Violent,Maximum,2022-08-26,
P202200058,2022.0,3,FAC003,,Female,,,Minimum,2022-11-18,
P202200059,2022.0,3,FAC003,Female-only,Female,White,Violent,Maximum,2022-06-19,2023-04-12
P202200060,,3,FAC003,Female-only,Female,Black,Property,,2022-05-05,2024-08-25
P202200061,2022.0,3,FAC003,,Female,White,Violent,Medium,2022-09-11,
P202200062,2022.0,3,FAC003,Female-only,Female,,,,2022-03-11,2024-07-05
P202200063,2022.0,3,FAC003,Female-only,Female,Black,Property,Medium,2022-06-03,
P202200064,2022.0,3,FAC003,Female-only,Female,White,Violent,Medium,2022-10-30,
P202200065,2022.0,3,FAC003,,Female,Black,Property,Medium,2022-04-20,
P202200066,2022.0,3,FAC003,Female-only,Female,Black,Drug,Minimum,,2023-09-18
P202200067,2022.0,3,FAC003,Female-only,Female,Hispanic,PublicOrder,Minimum,2022-10-02,2025-03-04
P202200068,2022.0,3,FAC003,Female-only,Female,Hispanic,PublicOrder,Minimum,2022-02-23,
P202200069,2022.0,3,FAC003,Female-only,Female,Hispanic,PublicOrder,Minimum,2022-07-23,
P202200070,2022.0,3,FAC003,Female-only,Female,White,Violent,Maximum,2022-06-03,
P202200071,2022.0,3,FAC003,Female-only,Female,Hispanic,PublicOrder,,2022-03-01,
P202200072,2022.0,3,FAC003,Female-only,Female,Hispanic,Drug,Minimum,2022-04-20,
P202200073,2022.0,3,FAC003,Female-only,Female,White,Violent,Maximum,2022-04-11,2024-02-27
P202200074,2022.0,3,FAC003,Female-only,Female,,Violent,Maximum,2022-11-17,
P202200075,2022.0,3,FAC003,Female-only,Female,Hispanic,PublicOrder,Minimum,2022-12-09,
P202200076,2022.0,4,FAC004,Female-only,Female,Hispanic,PublicOrder,Minimum,2022-11-28,2024-05-24
P202200077,2022.0,4,FAC004,Female-only,Female,White,Violent,Medium,,
P202200078,2022.0,4,FAC004,Female-only,Female,Black,Property,Medium,2022-02-09,
P202200079,,4,FAC004,,Female,White,Violent,Medium,2022-09-26,2023-04-21
P202200080,2022.0,4,FAC004,Female-only,Female,Black,Property,Medium,2022-09-01,2023-09-05
P202200081,2022.0,4,,Female-only,Female,White,,Medium,2022-10-29,2024-08-28
P202200082,2022.0,4,FAC004,Female-only,Female,Black,,Medium,2022-03-06,
P202200083,2022.0,4,FAC004,Female-only,Female,White,Violent,Maximum,2022-10-02,2022-11-27
P202200084,2022.0,4,FAC004,Female-only,Female,Hispanic,Drug,,2022-11-16,
P202200085,2022.0,4,FAC004,Female-only,Female,White,Property,Medium,,
P202200086,2022.0,4,FAC004,Female-only,Female,White,Violent,Maximum,2022-02-12,
P202200087,2022.0,4,,Female-only,Female,Hispanic,PublicOrder,Minimum,2022-07-17,
P202200088,2022.0,4,FAC004,Female-only,Female,Black,Property,Medium,2022-08-13,2024-02-13
P202200089,2022.0,4,FAC004,Female-only,,,Violent,Maximum,2022-02-04,2024-03-16
P202200090,2022.0,4,FAC004,Female-only,Female,Hispanic,Other,Minimum,2022-07-03,
P202200091,,4,FAC004,Female-only,Female,Black,Property,Medium,2022-01-25,
P202200092,2022.0,4,FAC004,,Female,Black,Property,Medium,,2023-08-20
P202200093,2022.0,4,FAC004,Female-only,Female,White,Violent,Maximum,2022-06-16,2024-04-26
P202200094,,4,FAC004,Female-only,Female,Asian,,Minimum,2022-05-22,
P202200095,2022.0,4,FAC004,Female-only,Female,Black,Drug,Medium,2022-08-28,
P202200096,,4,FAC004,Female-only,Female,White,Violent,Medium,2022-05-18,
P202200097,2022.0,4,,Female-only,Female,White,Violent,Maximum,2022-08-13,
P202200098,2022.0,4,FAC004,Female-only,Female,Black,Property,,2022-06-21,
P202200099,2022.0,4,FAC004,Female-only,Female,Black,Property,Medium,2022-09-18,
P202200100,2022.0,4,FAC004,Female-only,Female,White,Violent,,2022-08-07,2024-11-07
P202200101,2022.0,5,FAC005,Mixed,Male,,Other,Minimum,2022-02-05,
P202200102,2022.0,5,,Mixed,Female,White,Violent,Maximum,2022-08-06,2023-01-06
P202200103,2022.0,5,FAC005,Mixed,Male,White,Violent,Maximum,,2023-03-16
P202200104,2022.0,5,,Mixed,Female,Hispanic,PublicOrder,,2022-08-13,
P202200105,2022.0,5,FAC005,Mixed,,,Property,Medium,2022-04-11,2024-04-08
P202200106,2022.0,5,,Mixed,Male,White,,Medium,,
P202200107,2022.0,5,FAC005,Mixed,Male,White,Violent,Medium,2022-01-08,
P202200108,2022.0,5,FAC005,Mixed,,White,Violent,Maximum,2022-10-02,2024-12-27
P202200109,2022.0,5,FAC005,Mixed,Male,Hispanic,PublicOrder,,2022-10-03,2023-09-30
P202200110,2022.0,5,FAC005,Mixed,,White,,Medium,2022-07-28,2022-08-30
P202200111,2022.0,5,FAC005,Mixed,,White,,Maximum,2022-09-26,
P202200112,2022.0,5,FAC005,Mixed,Male,Black,Property,Medium,,2024-08-14
P202200113,2022.0,5,FAC005,Mixed,Male,Black,Drug,Minimum,2022-04-14,2023-04-14
P202200114,2022.0,5,FAC005,Mixed,,White,Violent,,2022-08-03,2023-04-08
P202200115,2022.0,5,FAC005,Mixed,Male,White,Violent,Maximum,2022-08-03,2025-06-17
P202200116,2022.0,5,FAC005,Mixed,Male,White,Violent,Maximum,2022-07-03,
P202200117,2022.0,5,FAC005,Mixed,Male,Black,Drug,Medium,,2023-08-18
P202200118,2022.0,5,FAC005,Mixed,,Hispanic,,Minimum,,2023-12-11
P202200119,,5,FAC005,Mixed,,Black,Drug,Minimum,2022-07-21,
P202200120,2022.0,5,FAC005,Mixed,Female,,Property,Medium,2022-05-23,
P202200121,2022.0,5,FAC005,Mixed,,Black,Property,Medium,2022-07-04,2024-09-24
P202200122,2022.0,5,FAC005,Mixed,Male,Black,Property,Medium,2022-12-09,
P202200123,2022.0,5,FAC005,Mixed,Male,Black,Property,Medium,2022-07-21,2023-11-25
P202200124,2022.0,5,FAC005,Mixed,Male,Black,,Medium,2022-12-27,2025-05-08
P202200125,2022.0,5,FAC005,Mixed,Male,White,Violent,Maximum,2022-05-02,2022-08-22
P202200126,2022.0,5,FAC005,Mixed,Male,,Drug,Minimum,2022-10-07,2024-02-02
P202200127,,5,FAC005,,Female,,Property,Medium,2022-05-17,2023-05-16
P202200128,2022.0,5,FAC005,Mixed,Male,,Violent,Medium,,
P202200129,2022.0,5,FAC005,Mixed,Male,,Property,Medium,2022-07-12,2024-11-13
P202200130,2022.0,5,FAC005,Mixed,Male,,Violent,Medium,2022-09-16,2023-01-16
P202200131,2022.0,5,FAC005,Mixed,Male,,,Medium,2022-04-06,2023-07-28
P202200132,2022.0,5,FAC005,Mixed,Male,Black,Property,Medium,2022-03-01,
P202200133,2022.0,5,FAC005,Mixed,Male,White,Violent,Maximum,2022-03-04,
P202200134,2022.0,5,FAC005,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-11-16,
P202200135,2022.0,5,FAC005,Mixed,Male,Black,Drug,Minimum,2022-11-21,2025-02-06
P202200136,,5,FAC005,Mixed,Male,,Drug,Minimum,2022-11-23,
P202200137,2022.0,5,FAC005,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-12-26,
P202200138,2022.0,5,FAC005,Mixed,Male,,Property,Medium,2022-06-22,2022-12-29
P202200139,2022.0,5,,,Male,Hispanic,PublicOrder,Minimum,2022-10-02,2024-01-03
P202200140,2022.0,5,FAC005,Mixed,Male,White,Violent,,2022-10-15,
P202200141,2022.0,5,,Mixed,Male,Black,Property,Medium,,
P202200142,2022.0,5,FAC005,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-10-20,
P202200143,2022.0,5,,,Male,Black,Property,Medium,2022-04-09,
P202200144,2022.0,5,FAC005,Mixed,,Hispanic,PublicOrder,Minimum,,
P202200145,,5,FAC005,Mixed,Male,Black,,,2022-01-08,
P202200146,2022.0,5,FAC005,,,Hispanic,PublicOrder,Minimum,,2023-06-28
P202200147,,5,FAC005,Mixed,Male,Black,Property,Medium,2022-11-29,2023-10-25
P202200148,2022.0,5,FAC005,Mixed,Male,White,Violent,Medium,2022-07-07,
P202200149,2022.0,5,FAC005,Mixed,,White,Violent,Maximum,2022-07-26,
P202200150,2022.0,5,FAC005,,Male,Native American,Other,Minimum,2022-01-20,2024-10-24
P202200151,2022.0,5,FAC005,Mixed,Male,Black,Drug,Minimum,2022-04-09,2024-01-25
P202200152,2022.0,5,FAC005,Mixed,,,Violent,Medium,,2023-01-22
P202200153,,5,FAC005,Mixed,Male,Native American,Other,Minimum,2022-11-17,2024-08-07
P202200154,2022.0,5,FAC005,Mixed,Male,Black,,Minimum,,
P202200155,2022.0,5,FAC005,Mixed,Male,Black,,Medium,2022-12-13,
P202200156,2022.0,5,FAC005,Mixed,,Black,Drug,Medium,2022-03-18,2025-01-22
P202200157,,5,FAC005,Mixed,Male,,Drug,Minimum,2022-04-23,
P202200158,2022.0,5,FAC005,Mixed,Male,Black,Property,Medium,2022-06-24,
P202200159,2022.0,5,FAC005,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-05-02,
P202200160,,5,FAC005,Mixed,Male,White,Property,Medium,2022-06-15,2025-04-09
P202200161,2022.0,5,,Mixed,Male,Black,Property,Medium,2022-02-07,2025-07-08
P202200162,2022.0,5,FAC005,Mixed,Female,White,Violent,Maximum,2022-07-23,2024-09-30
P202200163,2022.0,5,FAC005,Mixed,Male,,PublicOrder,,2022-12-17,2025-01-28
P202200164,2022.0,5,FAC005,Mixed,Male,White,Violent,Maximum,2022-07-05,2023-08-26
P202200165,2022.0,5,FAC005,Mixed,Female,White,Violent,Medium,2022-11-18,2025-05-17
P202200166,2022.0,5,FAC005,Mixed,Male,Black,Property,Medium,2022-04-25,
P202200167,2022.0,5,FAC005,Mixed,Male,Black,Property,Medium,2022-03-01,
P202200168,2022.0,5,FAC005,Mixed,Male,White,Property,Medium,2022-06-16,
P202200169,,5,FAC005,Mixed,,Hispanic,Drug,Minimum,2022-06-25,2024-10-13
P202200170,2022.0,5,FAC005,Mixed,Female,White,Violent,Maximum,2022-08-10,2023-05-04
P202200171,2022.0,5,FAC005,Mixed,,Black,Drug,Minimum,2022-06-29,2025-04-21
P202200172,2022.0,5,,Mixed,Male,White,,Maximum,2022-08-06,
P202200173,2022.0,5,FAC005,Mixed,Male,White,Violent,,2022-06-28,
P202200174,2022.0,5,FAC005,Mixed,Male,White,Violent,Maximum,2022-03-07,
P202200175,2022.0,5,FAC005,,Male,Black,Drug,Minimum,,2023-07-13
P202200176,2022.0,5,FAC005,Mixed,,Black,Drug,Minimum,2022-05-07,2024-09-13
P202200177,2022.0,5,,,,,PublicOrder,Minimum,2022-09-29,2024-08-22
P202200178,2022.0,5,FAC005,Mixed,,,Violent,Medium,2022-12-20,2025-05-14
P202200179,2022.0,5,FAC005,Mixed,Female,White,Violent,,2022-01-11,2022-04-22
P202200180,2022.0,5,FAC005,Mixed,Male,White,Property,Medium,2022-04-18,2023-08-02
P202200181,2022.0,5,FAC005,Mixed,Male,,,,2022-01-24,
P202200182,2022.0,5,,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-03-06,
P202200183,2022.0,5,FAC005,Mixed,Female,White,,,2022-02-24,
P202200184,2022.0,5,FAC005,Mixed,Male,White,,,2022-02-20,
P202200185,2022.0,5,FAC005,Mixed,Male,White,Violent,,2022-08-06,
P202200186,2022.0,5,FAC005,Mixed,Male,Hispanic,PublicOrder,,2022-05-20,
P202200187,2022.0,5,FAC005,Mixed,,Native American,Other,Minimum,,
P202200188,2022.0,5,FAC005,Mixed,,Hispanic,,Minimum,2022-01-22,
P202200189,2022.0,5,FAC005,Mixed,Male,White,Violent,Maximum,2022-01-04,2024-07-06
P202200190,2022.0,5,FAC005,Mixed,Male,Black,Drug,Minimum,2022-06-12,2024-01-22
P202200191,2022.0,5,FAC005,,Male,White,Violent,Medium,2022-11-09,
P202200192,2022.0,5,FAC005,,Female,Hispanic,PublicOrder,Minimum,2022-04-16,
P202200193,2022.0,5,FAC005,Mixed,Female,Hispanic,PublicOrder,Minimum,2022-04-28,
P202200194,2022.0,5,FAC005,Mixed,Male,Black,Drug,Minimum,2022-06-08,2023-02-25
P202200195,2022.0,5,FAC005,Mixed,,Hispanic,Other,,2022-06-07,2024-07-11
P202200196,2022.0,5,FAC005,Mixed,Male,White,Violent,Maximum,2022-02-22,2022-09-19
P202200197,2022.0,5,FAC005,Mixed,Male,White,Violent,Medium,2022-11-13,
P202200198,2022.0,5,FAC005,Mixed,Male,White,,Medium,2022-11-10,2025-06-23
P202200199,2022.0,5,,Mixed,Male,Black,Drug,Medium,2022-06-10,
P202200200,2022.0,5,FAC005,,Female,,Violent,Medium,2022-03-31,2024-03-08
P202200201,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,2022-07-26,2023-01-29
P202200202,2022.0,6,FAC006,Mixed,Female,,Violent,Maximum,2022-02-13,2024-02-21
P202200203,2022.0,6,FAC006,Mixed,Male,Hispanic,Other,Minimum,2022-07-04,2024-05-06
P202200204,,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-02-13,2024-07-22
P202200205,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,2022-08-19,2024-01-26
P202200206,2022.0,6,FAC006,Mixed,Male,White,Violent,,2022-08-12,2024-07-28
P202200207,2022.0,6,FAC006,Mixed,Female,,Violent,,2022-06-10,
P202200208,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,2022-11-26,2023-12-11
P202200209,2022.0,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-11-01,2024-06-12
P202200210,,6,FAC006,Mixed,Male,Black,Drug,Medium,2022-11-12,2025-04-16
P202200211,2022.0,6,FAC006,,Male,White,Violent,Maximum,2022-03-01,
P202200212,2022.0,6,FAC006,Mixed,Male,Black,Drug,Minimum,2022-06-30,
P202200213,2022.0,6,FAC006,Mixed,,White,Violent,Maximum,2022-03-28,
P202200214,2022.0,6,FAC006,Mixed,Male,White,Violent,,,2023-04-03
P202200215,2022.0,6,FAC006,Mixed,Male,,PublicOrder,Minimum,2022-08-05,
P202200216,2022.0,6,FAC006,Mixed,Male,,Other,Minimum,2022-07-31,2025-07-30
P202200217,2022.0,6,FAC006,Mixed,Male,Black,Property,Medium,,
P202200218,2022.0,6,FAC006,Mixed,Female,Hispanic,PublicOrder,Minimum,2022-02-17,2023-04-10
P202200219,2022.0,6,FAC006,Mixed,Male,Black,Drug,Minimum,2022-09-10,
P202200220,2022.0,6,FAC006,Mixed,Male,Hispanic,,,2022-03-16,2025-02-16
P202200221,2022.0,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-04-03,
P202200222,2022.0,6,FAC006,Mixed,Male,Hispanic,Drug,Minimum,2022-06-05,2022-11-28
P202200223,2022.0,6,,Mixed,Male,Black,Drug,Medium,2022-05-04,2024-07-21
P202200224,,6,FAC006,Mixed,Male,Black,Drug,Minimum,2022-05-07,
P202200225,2022.0,6,FAC006,Mixed,Male,White,Violent,,2022-07-24,
P202200226,2022.0,6,FAC006,,,White,Violent,Medium,2022-06-24,2022-12-03
P202200227,2022.0,6,,Mixed,Male,Black,Property,Medium,2022-08-04,
P202200228,2022.0,6,FAC006,Mixed,Male,Black,Drug,,2022-06-29,2023-02-02
P202200229,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,2022-12-22,2023-03-26
P202200230,2022.0,6,FAC006,Mixed,Male,White,Property,Medium,,2024-06-21
P202200231,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,,2022-08-19
P202200232,2022.0,6,FAC006,Mixed,Male,,Property,Medium,2022-07-14,2024-12-01
P202200233,,6,FAC006,Mixed,,White,Violent,Maximum,2022-06-11,2024-04-04
P202200234,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,2022-08-04,
P202200235,2022.0,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-07-18,2025-04-14
P202200236,2022.0,6,FAC006,,,White,,Medium,2022-12-15,2025-04-03
P202200237,2022.0,6,FAC006,Mixed,Male,Black,Property,Medium,2022-09-19,2025-02-20
P202200238,2022.0,6,,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-04-10,2022-08-08
P202200239,2022.0,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-08-09,2025-06-12
P202200240,,6,FAC006,Mixed,Male,Asian,Other,Minimum,2022-07-25,
P202200241,,6,FAC006,Mixed,Male,Black,Drug,Minimum,2022-08-12,2023-09-25
P202200242,2022.0,6,FAC006,Mixed,Female,White,Violent,Maximum,2022-03-24,2022-10-29
P202200243,2022.0,6,FAC006,Mixed,Male,,Property,Medium,2022-12-19,2025-03-23
P202200244,,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-09-14,2025-03-29
P202200245,2022.0,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-08-11,2024-01-24
P202200246,2022.0,6,FAC006,Mixed,Male,Black,Property,Medium,2022-05-10,
P202200247,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,2022-12-01,2023-09-23
P202200248,2022.0,6,FAC006,Mixed,Male,Black,Property,Medium,2022-03-31,2024-09-23
P202200249,2022.0,6,,Mixed,Male,Black,Property,Medium,,2025-07-03
P202200250,2022.0,6,FAC006,Mixed,Female,White,Violent,,2022-10-17,
P202200251,2022.0,6,FAC006,Mixed,,,Property,Medium,,
P202200252,2022.0,6,FAC006,Mixed,,White,,Maximum,2022-01-28,2025-07-07
P202200253,,6,FAC006,,Male,Hispanic,,Minimum,2022-08-30,
P202200254,2022.0,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-03-04,2025-07-27
P202200255,2022.0,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-02-19,
P202200256,2022.0,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Minimum,,2023-11-18
P202200257,2022.0,6,FAC006,Mixed,Male,Black,Drug,Minimum,2022-02-07,
P202200258,2022.0,6,FAC006,Mixed,Male,Other,,,2022-08-19,2024-10-21
P202200259,2022.0,6,FAC006,,Male,White,Violent,Maximum,2022-09-25,2024-08-25
P202200260,2022.0,6,FAC006,Mixed,Male,Black,Property,Medium,2022-01-24,2025-03-05
P202200261,2022.0,6,FAC006,Mixed,Male,Black,Drug,Minimum,2022-10-29,2024-01-11
P202200262,2022.0,6,FAC006,Mixed,Male,Hispanic,Other,Minimum,2022-01-01,
P202200263,2022.0,6,FAC006,Mixed,Male,Black,,Medium,2022-06-09,
P202200264,2022.0,6,,Mixed,Female,White,Violent,Medium,2022-12-25,2023-12-03
P202200265,2022.0,6,FAC006,Mixed,Male,White,Violent,,2022-06-27,2024-11-10
P202200266,2022.0,6,,Mixed,Male,,Drug,Minimum,2022-08-28,
P202200267,,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-02-13,
P202200268,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,2022-12-04,2024-09-15
P202200269,2022.0,6,FAC006,Mixed,Female,Black,Property,,2022-03-27,2025-02-25
P202200270,2022.0,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-02-07,
P202200271,2022.0,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-03-30,2024-12-10
P202200272,2022.0,6,FAC006,Mixed,Female,White,Violent,Maximum,2022-07-17,2024-07-21
P202200273,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,2022-04-12,
P202200274,2022.0,6,,Mixed,Male,Black,Drug,Minimum,2022-09-12,2023-03-23
P202200275,2022.0,6,FAC006,Mixed,Male,Black,Property,Medium,2022-02-24,
P202200276,2022.0,6,FAC006,Mixed,,White,Violent,,,2023-07-02
P202200277,2022.0,6,FAC006,Mixed,Male,Hispanic,PublicOrder,,2022-11-22,2024-05-31
P202200278,2022.0,6,FAC006,Mixed,Male,Black,,Medium,2022-06-21,2024-06-25
P202200279,2022.0,6,FAC006,Mixed,Male,Black,Property,Medium,2022-09-09,
P202200280,2022.0,6,FAC006,Mixed,Male,,Property,Medium,2022-12-28,
P202200281,,6,FAC006,Mixed,Male,Black,Property,Medium,,
P202200282,2022.0,6,FAC006,Mixed,Male,Black,,Medium,2022-01-03,2023-01-01
P202200283,2022.0,6,,Mixed,Male,Black,Drug,Minimum,2022-07-04,
P202200284,2022.0,6,,Mixed,,Black,Drug,,2022-03-30,2024-03-07
P202200285,2022.0,6,FAC006,Mixed,Male,White,Violent,Medium,2022-12-28,2024-03-04
P202200286,2022.0,6,FAC006,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-02-07,
P202200287,,6,FAC006,Mixed,,White,Violent,,2022-04-24,
P202200288,2022.0,6,FAC006,Mixed,Male,Black,Drug,Minimum,2022-06-10,
P202200289,2022.0,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-08-26,
P202200290,2022.0,6,FAC006,Mixed,Male,,Drug,Medium,2022-07-17,2022-12-01
P202200291,2022.0,6,FAC006,Mixed,Male,White,,Medium,2022-09-20,2025-07-14
P202200292,2022.0,6,FAC006,Mixed,,Black,Drug,Minimum,2022-09-27,2024-03-22
P202200293,2022.0,6,FAC006,Mixed,Male,Hispanic,,Minimum,2022-04-07,
P202200294,2022.0,6,FAC006,Mixed,Male,,PublicOrder,Minimum,2022-08-16,2025-04-22
P202200295,2022.0,6,FAC006,Mixed,Male,White,Violent,Maximum,2022-04-12,
P202200296,2022.0,6,FAC006,Mixed,Male,Black,Drug,Minimum,2022-03-29,
P202200297,2022.0,6,FAC006,Mixed,Male,Black,Drug,Minimum,2022-08-14,
P202200298,2022.0,6,FAC006,,Male,Black,,Medium,,2024-06-02
P202200299,2022.0,6,FAC006,Mixed,,White,Violent,Medium,2022-09-03,
P202200300,2022.0,6,FAC006,Mixed,Male,Hispanic,,Minimum,2022-09-14,2025-02-02
P202200301,2022.0,7,FAC007,Mixed,Male,White,Violent,Maximum,2022-02-22,2023-08-01
P202200302,2022.0,7,FAC007,Mixed,Male,,Violent,Medium,2022-07-21,
P202200303,2022.0,7,FAC007,Mixed,Female,White,,,2022-10-03,2023-07-02
P202200304,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-12-26,2024-07-03
P202200305,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-10-20,
P202200306,2022.0,7,FAC007,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-10-28,
P202200307,2022.0,7,FAC007,Mixed,Male,,PublicOrder,Minimum,2022-01-08,2023-12-24
P202200308,2022.0,7,,Mixed,Male,Hispanic,PublicOrder,Minimum,2022-03-22,
